,Name,sci_name,order,family,genus,sci_n_year,year,altitude,populate,habitat,conservation,other_names,IUCN_link,Scientist,founded
626,Sunda Collared-dove,Streptopelia bitorquata,columbiformes,columbidae,streptopelia,"(Temminck, 1809)",5.3 years,600 metres,Decreasing,"Forest, Artificial/Terrestrial",Least Concern,"Sunda Collared-dove, Island Collared Dove, Island Collared-Dove, Island Collared-dove",https://www.iucnredlist.org/species/22727521/94951621,Temminck,1809
627,Eurasian Collared-dove,Streptopelia decaocto,columbiformes,columbidae,streptopelia,"Frivaldszky, 1838",5.3 years,,Increasing,"Shrubland, Artificial/Terrestrial",Least Concern,"Eurasian Collared-dove, Collared Dove",https://www.iucnredlist.org/species/22727811/154457750,Frivaldszky,1838
628,Burmese Collared-dove,,columbiformes,columbidae,streptopelia,,5.3 years,,Increasing,"Shrubland, Artificial/Terrestrial",Least Concern,,https://www.iucnredlist.org/species/22727819/94962701,,
629,African Collared-dove,Streptopelia roseogrisea,columbiformes,columbidae,streptopelia,"(Sundevall, 1857)",5.3 years,"1,100 metres",Stable,"Savanna, Shrubland, Grassland, Desert, Artificial/Terrestrial",Least Concern,"African Collared-dove, African Collared Dove, African Collared-Dove, Barbary Dove, Ringed Turtle-Dove, Rose-grey Dove",https://www.iucnredlist.org/species/22690515/133401762,Sundevall,1857
630,White-winged Collared-dove,Streptopelia reichenowi,columbiformes,columbidae,streptopelia,"(Erlanger, 1901)",5.3 years,,Stable,"Forest, Shrubland, Artificial/Terrestrial",Near Threatened,"White-winged Collared-dove, White-winged Collared Dove, White-winged Collared-Dove, White-winged Dove",https://www.iucnredlist.org/species/22690529/93276573,Erlanger,1901
631,Mourning Collared-dove,Streptopelia decipiens,columbiformes,columbidae,streptopelia,"(Hartlaub & Finsch, 1870)",5.3 years,"2,000 metres",Stable,"Savanna, Shrubland, Wetlands (inland), Artificial/Terrestrial, Artificial/Aquatic & Marine",Least Concern,"Mourning Collared-dove, African Mourning Dove, Mourning Collared Dove, Mourning Collared-Dove",https://www.iucnredlist.org/species/22690477/93274340,Hartlaub & Finsch,1870
632,Red-eyed Dove,Streptopelia semitorquata,columbiformes,columbidae,streptopelia,"(Rüppell, 1837)",5.3 years,"2,100 metres",Increasing,"Forest, Savanna, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Red-eyed Dove,https://www.iucnredlist.org/species/22690499/93275741,Rüppell,1837
633,Ring-necked Dove,Streptopelia capicola,columbiformes,columbidae,streptopelia,"(Sundevall, 1857)",5.3 years,,Increasing,"Savanna, Shrubland, Grassland, Wetlands (inland), Artificial/Terrestrial, Artificial/Aquatic & Marine",Least Concern,"Ring-necked Dove, Cape Turtle Dove",https://www.iucnredlist.org/species/22690488/132061633,Sundevall,1857
634,Vinaceous Dove,Streptopelia vinacea,columbiformes,columbidae,streptopelia,"(Gmelin, 1789)",5.3 years,"2,000 metres",Stable,"Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Vinaceous Dove,https://www.iucnredlist.org/species/22690484/93274736,Gmelin,1789
635,Red Turtle-dove,Streptopelia tranquebarica,columbiformes,columbidae,streptopelia,"(Hermann, 1804)",5.3 years,"1,300 metres",Decreasing,"Forest, Savanna, Shrubland",Least Concern,"Red Turtle-dove, Red Collared Dove, Red Collared-Dove, Red Turtle Dove",https://www.iucnredlist.org/species/22690493/130171997,Hermann,1804
636,Eastern Spotted Dove,Spilopelia chinensis,columbiformes,columbidae,spilopelia,"(Scopoli, 1786)",4 years,"2,400 metres",Increasing,"Forest, Wetlands (inland), Artificial/Terrestrial",Least Concern,"Eastern Spotted Dove, Spotted Dove",https://www.iucnredlist.org/species/60482887/95160992,Scopoli,1786
637,Western Spotted Dove,Spilopelia suratensis,columbiformes,columbidae,spilopelia,"(Gmelin, 1789)",4 years,"2,400 metres",Increasing,"Forest, Wetlands (inland), Artificial/Terrestrial",Least Concern,"Western Spotted Dove, Spotted Dove",https://www.iucnredlist.org/species/60483076/95161373,Gmelin,1789
638,Laughing Dove,Spilopelia senegalensis,columbiformes,columbidae,spilopelia,"(Linnaeus, 1766)",4 years,"3,000 metres",Stable,"Savanna, Grassland, Artificial/Terrestrial",Least Concern,"Laughing Dove, Laughing Turtle-Dove, Palm Dove",https://www.iucnredlist.org/species/22690445/132060894,Linnaeus,1766
639,Madagascar Turtle-dove,Nesoenas picturatus,columbiformes,columbidae,nesoenas,"Temminck, 1813",5.6 years,200 metres,Stable,"Forest, Artificial/Terrestrial",Least Concern,"Madagascar Turtle-dove, Madagascar Turtle-Dove, Malagasy Turtle Dove",https://www.iucnredlist.org/species/22690364/93271284,Temminck,1813
640,Pink Pigeon,Nesoenas mayeri,columbiformes,columbidae,nesoenas,"(Prévost, 1843)",5.2 years,800 metres,Stable,17% (17% - 17%),Vulnerable,Pink Pigeon,https://www.iucnredlist.org/species/22690392/179390191,Prévost,1843
641,Reunion Pigeon,,columbiformes,columbidae,nesoenas,,5.6 years,,Unspecified,Forest,Extinct,,https://www.iucnredlist.org/species/22728712/119260576,,
642,Mauritius Turtle-dove,Nesoenas cicur,columbiformes,columbidae,nesoenas,"Hume, 2011",,,Unspecified,Unknown,Extinct,Mauritius Turtle-dove,https://www.iucnredlist.org/species/62257034/119206244,Hume,2011
643,Rodrigues Turtle-dove,,columbiformes,columbidae,nesoenas,,,,Unspecified,Unknown,Extinct,,https://www.iucnredlist.org/species/22728722/119206485#amendment,,
644,Barred Cuckoo-dove,Macropygia unchall,columbiformes,columbidae,macropygia,"(Wagler, 1827)",5.2 years,"3,000 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,"Barred Cuckoo-dove, Barred Cuckoo-Dove",https://www.iucnredlist.org/species/22690545/93276810,Wagler,1827
645,Andaman Cuckoo-dove,Macropygia rufipennis,columbiformes,columbidae,macropygia,"Blyth, 1846",5.2 years,,Decreasing,Forest,Least Concern,"Andaman Cuckoo-dove, Andaman Cuckoo-Dove",https://www.iucnredlist.org/species/22690549/118430734,Blyth,1846
646,Ruddy Cuckoo-dove,Macropygia emiliana,columbiformes,columbidae,macropygia,"Bonaparte, 1854",5.2 years,"1,520 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,"Ruddy Cuckoo-dove, Ruddy Cuckoo-Dove",https://www.iucnredlist.org/species/22690557/93277461,Bonaparte,1854
647,Philippine Cuckoo-dove,Macropygia tenuirostris,columbiformes,columbidae,macropygia,"Bonaparte, 1854",5.2 years,"1,600 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,"Philippine Cuckoo-dove, Philippine Cuckoo-Dove",https://www.iucnredlist.org/species/22690553/93277293,Bonaparte,1854
648,Flores Sea Cuckoo-dove,Macropygia macassariensis,columbiformes,columbidae,macropygia,"Wallace, 1865",5.2 years,"1,000 metres",Stable,Forest,Least Concern,Flores Sea Cuckoo-dove,https://www.iucnredlist.org/species/154625453/155255049,Wallace,1865
649,Timor Cuckoo-dove,Macropygia magna,columbiformes,columbidae,macropygia,"Wallace, 1864",5.2 years,"1,000 metres",Stable,Forest,Least Concern,Timor Cuckoo-dove,https://www.iucnredlist.org/species/154625310/154606250,Wallace,1864
650,Tanimbar Cuckoo-dove,Macropygia timorlaoensis,columbiformes,columbidae,macropygia,"Meyer, 1884",5.2 years,"1,000 metres",Stable,Forest,Least Concern,Tanimbar Cuckoo-dove,https://www.iucnredlist.org/species/154625942/155255310,Meyer,1884
651,Slender-billed Cuckoo-dove,Macropygia amboinensis,columbiformes,columbidae,macropygia,"(Linnaeus, 1766)",5.2 years,"2,000 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,"Slender-billed Cuckoo-dove, Slender-billed Cuckoo-Dove",https://www.iucnredlist.org/species/22690561/93277640,Linnaeus,1766
652,Brown Cuckoo-dove,,columbiformes,columbidae,macropygia,,5.2 years,,Stable,"Forest, Artificial/Terrestrial",Least Concern,,https://www.iucnredlist.org/species/22690571/93277985,,
653,Little Cuckoo-dove,Macropygia ruficeps,columbiformes,columbidae,macropygia,"(Temminck, 1834)",5.2 years,"2,500 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,"Little Cuckoo-dove, Little Cuckoo-Dove",https://www.iucnredlist.org/species/22690576/93278170,Temminck,1834
654,Black-billed Cuckoo-dove,Macropygia nigrirostris,columbiformes,columbidae,macropygia,"Salvadori, 1875",5.2 years,"2,600 metres",Stable,Forest,Least Concern,"Black-billed Cuckoo-dove, Black-billed Cuckoo-Dove",https://www.iucnredlist.org/species/22690580/93278389,Salvadori,1875
655,Mackinlay's Cuckoo-dove,Macropygia mackinlayi,columbiformes,columbidae,macropygia,"Ramsay, 1878",5.2 years,800 metres,Stable,"Forest, Artificial/Terrestrial",Least Concern,"Mackinlay's Cuckoo-dove, Mackinlay's Cuckoo-Dove, Spot-breasted Cuckoo-Dove",https://www.iucnredlist.org/species/22690584/93278553,Ramsay,1878
656,White-faced Cuckoo-dove,Turacoena manadensis,columbiformes,columbidae,turacoena,"(Quoy & Gaimard, 1830)",5.6 years,900 metres,Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,White-faced Cuckoo-dove,https://www.iucnredlist.org/species/154619546/154612783,Quoy & Gaimard,1830
657,Sula Cuckoo-dove,Turacoena sulaensis,columbiformes,columbidae,turacoena,"Forbes & Robinson, 1900",5.6 years,900 metres,Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Sula Cuckoo-dove,https://www.iucnredlist.org/species/154619350/182350241,Forbes & Robinson,1900
658,Black Cuckoo-dove,Turacoena modesta,columbiformes,columbidae,turacoena,"(Temminck, 1835)",5.6 years,"1,740 metres",Decreasing,Forest,Near Threatened,"Black Cuckoo-dove, Black Cuckoo-Dove, Black Dove",https://www.iucnredlist.org/species/22690609/111166273,Temminck,1835
659,Great Cuckoo-dove,Reinwardtoena reinwardti,columbiformes,columbidae,reinwardtoena,"(Temminck, 1824)",5.6 years,"3,380 metres",Stable,Forest,Least Concern,"Great Cuckoo-dove, Great Cuckoo-Dove",https://www.iucnredlist.org/species/22690589/93278732,Temminck,1824
660,Pied Cuckoo-dove,Reinwardtoena browni,columbiformes,columbidae,reinwardtoena,"(Sclater, 1877)",5 years,"1,000 metres",Decreasing,Forest,Near Threatened,"Pied Cuckoo-dove, Pied Cuckoo-Dove",https://www.iucnredlist.org/species/22690596/132062362,Sclater,1877
661,Crested Cuckoo-dove,Reinwardtoena crassirostris,columbiformes,columbidae,reinwardtoena,"(Gould, 1856)",5.6 years,"1,100 metres",Decreasing,Forest,Near Threatened,"Crested Cuckoo-dove, Crested Cuckoo-Dove",https://www.iucnredlist.org/species/22690600/93279159,Gould,1856
662,Passenger Pigeon,Ectopistes migratorius,columbiformes,columbidae,ectopistes,"(Linnaeus, 1766)",5.3 years,,Unspecified,Forest,Extinct,Passenger Pigeon,https://www.iucnredlist.org/species/22690733/152593137,Linnaeus,1766
663,White-crowned Pigeon,Patagioenas leucocephala,columbiformes,columbidae,patagioenas,"Linnaeus, 1758",3.87 years,"1,500 metres",Decreasing,"Forest, Artificial/Terrestrial",Near Threatened,White-crowned Pigeon,https://www.iucnredlist.org/species/22690229/178283762,Linnaeus,1758
664,Scaly-naped Pigeon,Patagioenas squamosa,columbiformes,columbidae,patagioenas,"Bonnaterre, 1792",7 years,"2,500 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Scaly-naped Pigeon,https://www.iucnredlist.org/species/22690241/93267191,Bonnaterre,1792
665,Scaled Pigeon,Patagioenas speciosa,columbiformes,columbidae,patagioenas,"Gmelin, 1789",3.9 years,"1,400 metres",Decreasing,"Forest, Savanna",Least Concern,Scaled Pigeon,https://www.iucnredlist.org/species/22690235/139234084,Gmelin,1789
666,Bare-eyed Pigeon,Patagioenas corensis,columbiformes,columbidae,patagioenas,"Jacquin, 1784",6.6 years,400 metres,Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Bare-eyed Pigeon,https://www.iucnredlist.org/species/22690247/93267545,Jacquin,1784
667,Picazuro Pigeon,Patagioenas picazuro,columbiformes,columbidae,patagioenas,"Temminck, 1813",6.6 years,"1,100 metres",Increasing,"Forest, Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Picazuro Pigeon,https://www.iucnredlist.org/species/22690253/93267767,Temminck,1813
668,Spot-winged Pigeon,Patagioenas maculosa,columbiformes,columbidae,patagioenas,"(Temminck, 1813)",6.6 years,"1,000 metres",Increasing,"Forest, Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Spot-winged Pigeon,https://www.iucnredlist.org/species/22728285/94977753,Temminck,1813
669,White-winged Pigeon,Patagioenas albipennis,columbiformes,columbidae,patagioenas,"(Sclater & Salvin, 1876)",6.6 years,"4,200 metres",Increasing,"Forest, Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,White-winged Pigeon,https://www.iucnredlist.org/species/22728289/94977997,Sclater & Salvin,1876
670,Northern Band-tailed Pigeon,Patagioenas fasciata,columbiformes,columbidae,patagioenas,"Say, 1823",6.9 years,"3,600 metres",Decreasing,"Forest, Savanna, Artificial/Terrestrial",Least Concern,"Northern Band-tailed Pigeon, Band-tailed Pigeon",https://www.iucnredlist.org/species/22725264/94888623,Say,1823
671,Southern Band-tailed Pigeon,Patagioenas albilinea,columbiformes,columbidae,patagioenas,"(Bonaparte, 1854)",6.9 years,"3,200 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Southern Band-tailed Pigeon,https://www.iucnredlist.org/species/22725270/94888879,Bonaparte,1854
672,Chilean Pigeon,Patagioenas araucana,columbiformes,columbidae,patagioenas,"Lesson, 1827",6.6 years,"1,500 metres",Increasing,"Forest, Artificial/Terrestrial",Least Concern,Chilean Pigeon,https://www.iucnredlist.org/species/22690273/93268029,Lesson,1827
673,Ring-tailed Pigeon,Patagioenas caribaea,columbiformes,columbidae,patagioenas,"(Jacquin, 1784)",4.69 years,"2,000 metres",Decreasing,Forest,Vulnerable,Ring-tailed Pigeon,https://www.iucnredlist.org/species/22690281/178296493,Jacquin,1784
674,Pale-vented Pigeon,Patagioenas cayennensis,columbiformes,columbidae,patagioenas,"Bonnaterre, 1792",4.42 years,800 metres,Decreasing,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Pale-vented Pigeon,https://www.iucnredlist.org/species/22690290/139230774,Bonnaterre,1792
675,Red-billed Pigeon,Patagioenas flavirostris,columbiformes,columbidae,patagioenas,"Wagler, 1831",4.9 years,"1,800 metres",Decreasing,Forest,Least Concern,Red-billed Pigeon,https://www.iucnredlist.org/species/22690296/139247027,Wagler,1831
676,Peruvian Pigeon,Patagioenas oenops,columbiformes,columbidae,patagioenas,"(Salvin, 1895)",6.6 years,"2,400 metres",Decreasing,"Forest, Artificial/Terrestrial",Vulnerable,"Peruvian Pigeon, Maranon Pigeon",https://www.iucnredlist.org/species/22690302/93269030,Salvin,1895
677,Plain Pigeon,Patagioenas inornata,columbiformes,columbidae,patagioenas,"(Vigors, 1827)",4.41 years,"2,000 metres",Decreasing,"Forest, Shrubland, Desert, Artificial/Terrestrial",Near Threatened,Plain Pigeon,https://www.iucnredlist.org/species/22690312/178305283,Vigors,1827
678,Plumbeous Pigeon,Patagioenas plumbea,columbiformes,columbidae,patagioenas,"Vieillot, 1818",6.6 years,"2,100 metres",Decreasing,Forest,Least Concern,Plumbeous Pigeon,https://www.iucnredlist.org/species/22690321/130170379,Vieillot,1818
679,Ruddy Pigeon,Patagioenas subvinacea,columbiformes,columbidae,patagioenas,"(Lawrence, 1868)",4.14 years,"2,000 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Ruddy Pigeon,https://www.iucnredlist.org/species/22690328/154046345,Lawrence,1868
680,Short-billed Pigeon,Patagioenas nigrirostris,columbiformes,columbidae,patagioenas,"Sclater, 1860",3.7 years,"1,500 metres",Decreasing,Forest,Least Concern,Short-billed Pigeon,https://www.iucnredlist.org/species/22690334/139241150,Sclater,1860
681,Dusky Pigeon,Patagioenas goodsoni,columbiformes,columbidae,patagioenas,"Hartert, 1902",6.6 years,"1,000 metres",Decreasing,Forest,Least Concern,Dusky Pigeon,https://www.iucnredlist.org/species/22690340/130171265,Hartert,1902
682,Blue-headed Quail-dove,Starnoenas cyanocephala,columbiformes,columbidae,starnoenas,"(Linnaeus, 1758)",6.00 years,,Decreasing,Forest,Endangered,"Blue-headed Quail-dove, Blue-headed Quail-Dove",https://www.iucnredlist.org/species/22690970/178419260,Linnaeus,1758
683,Purple Quail-dove,Geotrygon purpurata,columbiformes,columbidae,geotrygon,"(Salvin, 1878)",4.1 years,"1,100 metres",Decreasing,Forest,Endangered,Purple Quail-dove,https://www.iucnredlist.org/species/22728282/178029202,Salvin,1878
684,Sapphire Quail-dove,Geotrygon saphirina,columbiformes,columbidae,geotrygon,"Bonaparte, 1855",4.6 years,"1,100 metres",Decreasing,Forest,Least Concern,Sapphire Quail-dove,https://www.iucnredlist.org/species/22728277/94977290,Bonaparte,1855
685,Crested Quail-dove,Geotrygon versicolor,columbiformes,columbidae,geotrygon,"(Lafresnaye, 1846)",5.79 years,"2,200 metres",Decreasing,Forest,Near Threatened,"Crested Quail-dove, Crested Quail-Dove",https://www.iucnredlist.org/species/22690924/178315820,Lafresnaye,1846
686,Grey-headed Quail-dove,Geotrygon caniceps,columbiformes,columbidae,geotrygon,"(Gundlach, 1852)",5.91 years,"1,500 metres",Decreasing,"Forest, Artificial/Terrestrial",Vulnerable,"Grey-headed Quail-dove, Gray-fronted Quail-Dove",https://www.iucnredlist.org/species/22729904/178317449,Gundlach,1852
687,White-fronted Quail-dove,Geotrygon leucometopia,columbiformes,columbidae,geotrygon,"(Chapman, 1917)",4.05 years,"1,800 metres",Decreasing,"Forest, Artificial/Terrestrial",Endangered,White-fronted Quail-dove,https://www.iucnredlist.org/species/22729909/178320963,Chapman,1917
688,Ruddy Quail-dove,Geotrygon montana,columbiformes,columbidae,geotrygon,"(Linnaeus, 1758)",5.3 years,"2,600 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,"Ruddy Quail-dove, Ruddy Quail-Dove",https://www.iucnredlist.org/species/22690966/139747376,Linnaeus,1758
689,Violaceous Quail-dove,Geotrygon violacea,columbiformes,columbidae,geotrygon,"(Temminck, 1809)",5.0 years,"1,600 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,"Violaceous Quail-dove, Violaceous Quail-Dove",https://www.iucnredlist.org/species/22690962/163493772,Temminck,1809
690,Key West Quail-dove,Geotrygon chrysia,columbiformes,columbidae,geotrygon,"Bonaparte, 1855",4.6 years,500 metres,Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,"Key West Quail-dove, Key West Quail-Dove",https://www.iucnredlist.org/species/22690954/93296142,Bonaparte,1855
691,Bridled Quail-dove,Geotrygon mystacea,columbiformes,columbidae,geotrygon,"(Temminck, 1811)",4.6 years,700 metres,Decreasing,Forest,Least Concern,"Bridled Quail-dove, Bridled Quail-Dove",https://www.iucnredlist.org/species/22690958/93296362,Temminck,1811
692,Olive-backed Quail-dove,Leptotrygon veraguensis,columbiformes,columbidae,leptotrygon,"(Lawrence, 1867)",5.4 years,900 metres,Decreasing,Forest,Least Concern,"Olive-backed Quail-dove, Olive-backed Quail-Dove",https://www.iucnredlist.org/species/22690928/139754965,Lawrence,1867
693,White-tipped Dove,Leptotila verreauxi,columbiformes,columbidae,leptotila,"Bonaparte, 1855",4.6 years,"2,800 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,White-tipped Dove,https://www.iucnredlist.org/species/22690854/168807664,Bonaparte,1855
