,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,clutch/brood/litter size,eats,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,trophic guild,visual system,biogeographic realm,body mass,ecoregion,hearing range,type specimen repository,has ectoparasite,ecomorphological guild,conservation status,foraging habitat,life span,prenatal development duration,weight,parasitized by,preys on,mutualistic with,is vector for,genome size,body shape,diet includes,mating system,native range includes,parental care,litters per year,social system,body length,mineralized tissue contains,reproduction,Total length,water depth,visits flowers of,egg mass,body temperature,behavioral circadian rhythm,growth rate,bill length,tarsus length,temperature at range midpoint latitude,host of,basal metabolic rate,has host,parasite of,tarsometatarsus + middle toe length,trophic level
0,Brown cuckoodove,Animalia,Chordata,Aves,https://eol.org/pages/1275821,Macropygia phasianella (Brown Cuckoo Dove) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,Breynia oblongifolia (Müll. Arg.) Müll. Arg.,Australia,"scrubland,terrestrial",20 dB,flight,apatite,Stable,,corneal eyes,australasia,272 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown dipper,Animalia,Chordata,Aves,https://eol.org/pages/45518883,Cinclus pallasii (Brown Dipper) is a species of birds in the family dippers. They are associated with freshwater habitat. They are found in the indo-malayan realm and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight and lift powered swimming to move around.,tympanic middle ear,,,North Pacific,"hot spring,freshwater habitat",,flight,apatite,Stable,invertivore,corneal eyes,the indo-malayan realm,76 g,,,,,,,freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown eared pheasant,Animalia,Chordata,Aves,https://eol.org/pages/45516030,Crossoptilon mantchuricum (Brown Eared Pheasant) is a species of birds in the family Phasianidae. They are listed as vulnerable by IUCN and in cites appendix i. They are native to Asia. They are diurnal omnivores. They have parental care (female provides care). They rely on flight to move around.,,,,United States,mountain,,flight,,Decreasing,,,the palearctic,,,,,,,,,,30 days,,,,,,,bilaterally symmetric,leaves,monogamous,Asia,protection,,group living,,,,,,,,,,,,,,,,,,,
0,Brown emutail,Animalia,Chordata,Aves,https://eol.org/pages/45514450,Bradypterus brunneus (Brown Emutail) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,,,Indian Ocean,"tropical,terrestrial",10 dB,flight,apatite,Decreasing,,corneal eyes,,,,5000 Hz,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown falcon,Animalia,Chordata,Aves,https://eol.org/pages/1049181,Falco berigora (Brown Falcon) is a species of birds in the family falcons. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,Indonesia,marine,,flight,,Decreasing,,corneal eyes,australasia,590 g,,,NHMUK,,,cites appendix ii,,24 years,,593.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown fantail,Animalia,Chordata,Aves,https://eol.org/pages/45518661,Rhipidura drownei (Brown Fantail) is a species of birds in the family Rhipiduridae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,South Pacific,,10 dB,flight,apatite,,,corneal eyes,australasia,12.5 g,Solomon Islands Rain Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown firefinch,Animalia,Chordata,Aves,https://eol.org/pages/45515659,Lagonosticta nitidula (Brown Firefinch) is a species of birds in the family Estrildid finches. They rely on flight to move around.,tympanic middle ear,,,Swaziland,freshwater habitat,10 dB,bipedal movement,apatite,Stable,,corneal eyes,,11 g,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown fish owl,Animalia,Chordata,Aves,https://eol.org/pages/45518934,Ketupa zeylonensis (Brown Fish Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are associated with freshwater habitat. They are found in the palearctic and the indo-malayan realm. They are nocturnal. They rely on flight to move around.,tympanic middle ear,,,Syria,"cliff,freshwater habitat",,flight,,Decreasing,,corneal eyes,the palearctic,1105 g,,,,,,cites appendix ii,,,,,,Pisanianura,,,,,,,,,,,,,,,,,,,nocturnal,,,,,,,,,,
0,Brown fulvetta,Animalia,Chordata,Aves,https://eol.org/pages/1052701,Alcippe brunneicauda (Brown Fulvetta) is a species of birds in the family Pellorneidae. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,Ficus benjamina L. (benjamin-tree),China,"subtropical,freshwater habitat",,flight,,Decreasing,,corneal eyes,the indo-malayan realm,15.3 g,,,,,,near threatened,,,,,,,Ficus crassiramea (Miq.) Miq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown gerygone,Animalia,Chordata,Aves,https://eol.org/pages/45518115,Gerygone mouki (Brown Gerygone) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,Australia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Increasing,,corneal eyes,australasia,7.6 g,Brigalow Tropical Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown goshawk,Animalia,Chordata,Aves,https://eol.org/pages/45518720,Accipiter fasciatus (Brown Goshawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in australasia and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,Stagonopleura oculata (Quoy & Gaimard 1832) (Red-eared Firetail),Norfolk Island,freshwater habitat,20 dB,flight,apatite,Decreasing,,corneal eyes,australasia,,Mount Lofty Woodlands,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown hawkowl,Animalia,Chordata,Aves,https://eol.org/pages/45517853,"Ninox scutulata (Brown Boobook) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the palearctic, the indo-malayan realm, and australasia. They rely on flight to move around.",tympanic middle ear,,,Timor Sea,"tropical,terrestrial",,flight,apatite,Decreasing,,corneal eyes,the palearctic,230 g,,,NHMUK,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown illadopsis,Animalia,Chordata,Aves,https://eol.org/pages/45515453,Illadopsis fulvescens (Brown Illadopsis) is a species of birds in the family Pellorneidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,South Atlantic,"subtropical,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,Afrotropics,37 g,Western Congolian Forest-Savanna Mosaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown jacamar,Animalia,Chordata,Aves,https://eol.org/pages/45512497,Brachygalba lugubris (Brown Jacamar) is a species of birds in the family jacamars. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Venezuela,"savanna,freshwater habitat",20 dB,flight,apatite,Decreasing,,corneal eyes,The Neotropics,16.9 g,Guianan Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown jay,Animalia,Chordata,Aves,https://eol.org/pages/45509975,Psilorhinus morio (Brown Jay) is a species of birds in the family Corvidae. They rely on flight to move around.,tympanic middle ear,,Guapira costaricana,United States,valley,10 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,Ehretia (ehretia),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown lory,Animalia,Chordata,Aves,https://eol.org/pages/45517905,Chalcopsitta duivenbodei (Brown Lory) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,United States,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,australasia,,Northern New Guinea Lowland Rain And Freshwater Swamp Forests,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown mesite,Animalia,Chordata,Aves,https://eol.org/pages/915353,Mesitornis unicolor (Brown Mesite) is a species of birds in the family mesites. They are listed as vulnerable by IUCN. They are found in Afrotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,Madagascar,"coastal,terrestrial",,bipedal movement,apatite,Decreasing,,corneal eyes,Afrotropics,148 g,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,
0,Brown nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45514020,Veles binotatus (Brown Nightjar) is a species of birds in the family Caprimulgidae. They rely on flight to move around.,tympanic middle ear,,,Gulf Of Guinea,"coastal,terrestrial",20 dB,flight,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown noddy,Animalia,Chordata,Aves,https://eol.org/pages/45509255,"Anous stolidus (Brown Noddy) is a species of birds in the family Laridae. They are found in Oceania continent (Australia, NZ and islands), Afrotropics, The Neotropics, australasia, Antarctica, and the indo-malayan realm. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",,,,New Zealand,,,,,Stable,vertivore,,,,,,,,nectonic,,coastal,,36 days,,,,,,,,,,,,1 /year,,,,,,,,,,,0.145 /day,41 mm,,26.14 degrees celsius,,0.788095 watts,,,52 mm,
0,Brown nunlet,Animalia,Chordata,Aves,https://eol.org/pages/914772,Nonnula brunnea (Brown Nunlet) is a species of birds in the family Bucconidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Colombia,"tropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,,Napo Moist Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown oriole,Animalia,Chordata,Aves,https://eol.org/pages/45518644,Oriolus szalayi (Brown Oriole) is a species of birds in the family orioles. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,Indonesia,"mangrove swamp,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,australasia,115 g,Trans Fly Savanna And Grasslands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown parisoma,Animalia,Chordata,Aves,https://eol.org/pages/45515481,Sylvia lugens (Brown Parisoma) is a species of birds in the family Sylviidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Democratic Republic Of The Congo,terrestrial,10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,Afrotropics,,South Malawi Montane Forest-Grassland Mosaic,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown parrotbill,Animalia,Chordata,Aves,https://eol.org/pages/45518844,Cholornis unicolor (Brown Parrotbill) is a species of birds in the family Sylviidae. They rely on flight to move around.,otoliths,,,Bhutan,terrestrial,10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,1000 Hz,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown pelican,Animalia,Chordata,Aves,https://eol.org/pages/45509060,"Pelecanus occidentalis (Brown Pelican) is a species of birds in the family pelicans. They are native to The Nearctic and The Neotropics. They are diurnal carnivores. They have parental care (paternal care, female provides care, and pair provides care). They rely on swimming, flight, and gliding to move around.",,,,Mexico,,,,,Increasing,vertivore,,,,,,,,nectonic,,aquatic,,28 days,,,,,,,bilaterally symmetric,crustaceans,monogamous,The Nearctic,,1 /year,group living,,,,,,,,,,,,,,,,,,,
0,Brown prinia,Animalia,Chordata,Aves,https://eol.org/pages/916301,Prinia polychroa (Brown Prinia) is a species of birds in the family African warblers. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,Cambodia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,the palearctic,12 g,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown quail,Animalia,Chordata,Aves,https://eol.org/pages/45515960,Coturnix ypsilophora (Brown Quail) is a species of birds in the family Phasianidae. They are associated with freshwater habitat. They are native to Australia. They are herbivores. They rely on flight to move around.,tympanic middle ear,,,South Pacific,freshwater,,flight,,,granivore,corneal eyes,australasia,,,,,,,,,,,,,,,,,bilaterally symmetric,seeds,,Australia,no parental care,,,,,,,,,,,,,,,,,,,,,herbivore
0,Brown rock chat,Animalia,Chordata,Aves,https://eol.org/pages/45517581,Oenanthe fusca (Brown Rock Chat) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,India,"arid,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,5000 Hz,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown scrub robin,Animalia,Chordata,Aves,https://eol.org/pages/45514695,Cercotrichas signata (Brown Scrub Robin) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Swaziland,subtropical,10 dB,bipedal movement,apatite,,,corneal eyes,Afrotropics,42 g,Maputaland-Pondoland Bushland And Thickets,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown shrike,Animalia,Chordata,Aves,https://eol.org/pages/45510943,"Lanius cristatus (Brown Shrike) is a species of birds in the family true shrikes. They are found in the indo-malayan realm, australasia, and the palearctic. They rely on flight to move around.",tympanic middle ear,,Eutropis multifasciata (Kuhl 1820) (Many-striped skink),United States,"temperate,terrestrial",10 dB,flight,apatite,Decreasing,,corneal eyes,the indo-malayan realm,36 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown sicklebill,Animalia,Chordata,Aves,https://eol.org/pages/45516956,Epimachus meyeri (Brown Sicklebill) is a species of birds in the family Birds-of-Paradise. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,United States,"mountain,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,australasia,310 g,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown skua,Animalia,Chordata,Aves,https://eol.org/pages/45512181,Stercorarius antarcticus (Brown Skua) is a species of birds in the family skuas. They rely on flight to move around.,tympanic middle ear,,Stercorariidae (skuas),Mozambique,,20 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,nectonic,,,28.8 years,,1687 g,,Aptenodytes patagonicus Miller & JF 1778 (King penguin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown snake eagle,Animalia,Chordata,Aves,https://eol.org/pages/1047569,Circaetus cinereus (Brown Snake Eagle) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Mozambique,"coastal,terrestrial",,flight,,Decreasing,,corneal eyes,Afrotropics,2465 g,,,,,,cites appendix ii,,,,2048 g,,,,,,,,,,,,,,,,,,,,,,0.037 /day,,,,,,,,,
0,Brown songlark,Animalia,Chordata,Aves,https://eol.org/pages/52232836,Cincloramphus cruralis (Brown Songlark) is a species of birds in the family Locustellidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,Australia,terrestrial,10 dB,bipedal movement,apatite,Stable,,corneal eyes,australasia,,Great Sandy-Tanami Desert,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown tanager,Animalia,Chordata,Aves,https://eol.org/pages/922328,Orchesticus abeillei (Brown Tanager) is a species of birds in the family tanagers. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,Ocotea (sweetwood),South Atlantic,terrestrial,,flight,apatite,Decreasing,,corneal eyes,The Neotropics,31.5 g,,,,,,near threatened,,,,,,,Marcgravia polyantha Delp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown teal,Animalia,Chordata,Aves,https://eol.org/pages/1065130,Anas chlorotis (Brown Teal) is a species of birds in the family Anatidae. They are listed as near threatened by IUCN and in cites appendix i. They rely on flight and drag powered swimming to move around.,tympanic middle ear,,Oxalis procumbens Steud. ex A. Rich. (creeping woodsorrel),New Zealand,"river,freshwater habitat",,flight,apatite,Increasing,,corneal eyes,,582 g,,,,,nectonic,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown thornbill,Animalia,Chordata,Aves,https://eol.org/pages/45518123,Acanthiza pusilla (Brown Thornbill) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,South Pacific,"dune,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,australasia,,Southeast Australia Temperate Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown thrasher,Animalia,Chordata,Aves,https://eol.org/pages/45510156,"Toxostoma rufum (Brown Thrasher) is a species of birds in the family Mimidae. They are native to The Nearctic. They are diurnal omnivores. They have parental care (female provides care, paternal care, and pair provides care). They rely on flight to move around.",,,,Missouri,,,flight,,Decreasing,omnivore,,The Nearctic,,,,,,,,terrestrial,,14 days,,,,,,,bilaterally symmetric,fruit,monogamous,The Nearctic,,4 /year,,,,,,,,,,,,,,,,,,,,
0,Brown tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45511970,Crypturellus obsoletus (Brown Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,tympanic middle ear,,,South Atlantic,"valley,terrestrial",,bipedal movement,,Stable,,corneal eyes,The Neotropics,482 g,,,SNSB-Zoologische Staatssammlung Muenchen,,,,,,,,,,,,1.35 pg,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,
0,Brown titbabbler,Animalia,Chordata,Aves,https://eol.org/pages/45517159,Macronus striaticeps (Brown Tit Babbler) is a species of birds in the family babblers. They rely on flight to move around.,tympanic middle ear,,,The Philippines,"montane forest,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown treecreeper,Animalia,Chordata,Aves,https://eol.org/pages/45518381,Climacteris picumnus (Brown Treecreeper) is a species of birds in the family Australo-Papuan treecreepers. They are found in australasia. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,Australia,"arid,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,australasia,,Eyre And York Mallee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,
0,Brown trembler,Animalia,Chordata,Aves,https://eol.org/pages/45510176,Cinclocerthia ruficauda (Brown Trembler) is a species of birds in the family Mimidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Dominica,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Unknown,,corneal eyes,The Neotropics,71 g,Cayman Islands Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown twinspot,Animalia,Chordata,Aves,https://eol.org/pages/45515649,Clytospiza monteiri (Brown Twinspot) is a species of birds in the family Estrildid finches. They are found in Afrotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,,Angola,terrestrial,10 dB,bipedal movement,apatite,Stable,granivore,corneal eyes,Afrotropics,15 g,,,,,,,terrestrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown violetear,Animalia,Chordata,Aves,https://eol.org/pages/45509514,Colibri delphinae (Brown Violet Ear) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Venezuela,"mountain,terrestrial",,flight,apatite,Stable,,corneal eyes,The Neotropics,8 g,,,Instituto Nacional da Mata Atlântica - INMA,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown wood owl,Animalia,Chordata,Aves,https://eol.org/pages/45518935,Strix leptogrammica (Brown Wood Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,,Taiwan,terrestrial,-15 dB,flight,apatite,Decreasing,,corneal eyes,the indo-malayan realm,1100 g,Central Indochina Dry Forests,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown wood rail,Animalia,Chordata,Aves,https://eol.org/pages/913161,Aramides wolfi (Brown Wood Rail) is a species of birds in the family rails. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Colombia,"tropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,454 g,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown woodland warbler,Animalia,Chordata,Aves,https://eol.org/pages/45514445,Phylloscopus umbrovirens (Brown Woodland Warbler) is a species of birds in the family Phylloscopidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Yemen,"subtropical,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,Afrotropics,10 g,East African Montane Moorlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brownish elaenia,Animalia,Chordata,Aves,https://eol.org/pages/45512976,Elaenia pelzelni (Brownish Elaenia) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Bolivia,"tropical,freshwater habitat",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,,Solimoes-Japurá Moist Forest,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brownish twistwing,Animalia,Chordata,Aves,https://eol.org/pages/45511793,Cnipodectes subbrunneus (Brownish Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Bolivia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,23.2 g,Magdalena-Urabá Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brubru,Animalia,Chordata,Aves,https://eol.org/pages/45515212,Nilaus afer (Brubru) is a species of birds in the family Bushshrike. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Mozambique,terrestrial,10 dB,flight,apatite,Stable,,corneal eyes,Afrotropics,,Central Zambezian Miombo Woodlands,,Staatliches Museum fuer Naturkund Stuttgart,,,,,,,,,,,,1.271 pg,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bruces green pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45515853,Treron waalia (Bruce's Green Pigeon) is a species of birds in the family Columbidae. They are found in Afrotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,Ficus abutilifolia (Miq.) Miq. (Large-leaved rock fig),Central African Republic,"coastal,freshwater habitat",,flight,apatite,Decreasing,,corneal eyes,Afrotropics,268 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,
0,Brush bronzewing,Animalia,Chordata,Aves,https://eol.org/pages/1049799,Phaps elegans (Brush Bronzewing) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,Indian Ocean,terrestrial,20 dB,flight,apatite,Decreasing,,corneal eyes,australasia,260 g,Jarrah-Karri Forest And Shrublands,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brush cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/45517833,Cacomantis variolosus (Brush Cuckoo) is a species of birds in the family Cuculidae. They are found in australasia and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,South Pacific,terrestrial,20 dB,flight,apatite,Stable,,corneal eyes,australasia,,Mindanao-Eastern Visayas Rain Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhipidura rufifrons (Latham 1801) (Rufous Fantail),,,
0,Brushland tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45511991,Nothoprocta cinerascens (Brushland Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,tympanic middle ear,,,Bolivia,"savanna,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,,Espinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,
0,Bryans shearwater,Animalia,Chordata,Aves,https://eol.org/pages/45518718,Puffinus bryani (Bryan's Shearwater) is a species of birds in the family Procellariidae. They are listed as critically endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,North Pacific,marine,20 dB,flight,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bubbling cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45514471,Cisticola bulliens (Bubbling Cisticola) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,South Atlantic,"savanna,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,Afrotropics,17.5 g,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buckleys forest falcon,Animalia,Chordata,Aves,https://eol.org/pages/45512601,Micrastur buckleyi (Buckley's Forest Falcon) is a species of birds in the family falcons. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Brazil,"tropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,,Napo Moist Forests,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Budgerigar,Animalia,Chordata,Aves,https://eol.org/pages/45510805,Melopsittacus undulatus (Budgerigar) is a species of birds in the family Psittaculidae. They are native to Australia. They are diurnal herbivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,,,,United States,,,,,Increasing,granivore,,,,,,,,,,,,20 days,,,,,,,bilaterally symmetric,seeds,monogamous,Australia,,,group living,,,,,,,,,,,9.6 mm,12.6 mm,12 degrees celsius,,,,,,
0,Bufflehead,Animalia,Chordata,Aves,https://eol.org/pages/45510600,"Bucephala albeola (Anas Minor Purpureo Capite) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are native to The Nearctic. They are crepuscular carnivores. They have parental care (female provides care and paternal care). They rely on flight, swimming, drag powered swimming, and gliding to move around.",,,,Florida,,,,,Increasing,invertivore,,,,,,,,nectonic,,freshwater,,30 days,,,,,,,bilaterally symmetric,roots,monogamous,The Nearctic,,1 /year,group living,,,,,,,,,,,,,,,,,,,
0,Buffy fish owl,Animalia,Chordata,Aves,https://eol.org/pages/45517846,Ketupa ketupu (Buffy Fish Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are associated with freshwater habitat. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,,United States,"river,freshwater habitat",,flight,apatite,Stable,,corneal eyes,the indo-malayan realm,2100 g,,,NHMUK,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buffy helmetcrest,Animalia,Chordata,Aves,https://eol.org/pages/45512433,Oxypogon stuebelii (Buffy Helmetcrest) is a species of birds in the family hummingbirds. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,,,terrestrial,20 dB,flight,apatite,Stable,,corneal eyes,,,,5000 Hz,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
