,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,conservation status,ecomorphological guild,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,geographic distribution includes,habitat,population trend,biogeographic realm,body mass,foraging habitat,life span,trophic guild,weight,host of,eats,ecoregion,type specimen repository,body shape,diet includes,mating system,native range includes,parental care,social system,preys on,number of public records in bold,behavioral circadian rhythm,bill length,genome size,tarsus length,temperature at range midpoint latitude,basal metabolic rate,litters per year,prenatal development duration,body temperature,parasitized by,middle toe length,has ectoparasite,is vector for,growth rate,onset of fertility,has endoparasite,visits flowers of,motility,sensory system,is eaten by,preyed upon by,used for,tarsometatarsus + middle toe length,body length,pathogen of,has host,initial mortality rate,mortality rate doubling time,symbiont of,clutch/brood/litter size,egg mass,has pathogen,harvested in,mutualistic with,mineralized tissue contains,reproduction,standard length,water depth
0,American woodcock,Animalia,Chordata,Aves,https://eol.org/pages/45509171,"Scolopax minor (American Woodcock) is a species of birds in the family Scolopacidae. They are native to United States and The Nearctic. They are solitary, crepuscular carnivores. They have parental care (pair provides care and female provides care). They rely on flight to move around.",,,,,,,,,United States,,Decreasing,,,terrestrial,,invertivore,,,,,,bilaterally symmetric,insects,polygynous,United States,,solitary,,,,,,,,1.066 watts,1 /year,20 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American yellow warbler,Animalia,Chordata,Aves,https://eol.org/pages/45511101,Setophaga aestiva (American Yellow Warbler) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amethyst brown dove,Animalia,Chordata,Aves,https://eol.org/pages/45516242,Phapitreron amethystinus (Amethyst Brown Dove) is a species of birds in the family Columbidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,The Philippines,"tropical,terrestrial",Stable,,178 g,,,,,Columbicola exilicornis (Piaget 1880),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amethyst sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514868,Chalcomitra amethystina (Amethyst Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Mozambique,"valley,terrestrial",Stable,,16.9 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amethyst woodstar,Animalia,Chordata,Aves,https://eol.org/pages/45512474,"Calliphlox amethystina (Amethyst Woodstar) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of Humiria, Fridericia speciosa, Cnidoscolus halteris, and waxweed. They rely on flight to move around.",tympanic middle ear,cites appendix ii,,,,flight,apatite,corneal eyes,French Guiana,"tropical,terrestrial",Decreasing,The Neotropics,2.8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fridericia speciosa Mart.,,,,,,,,,,,,,,,,,,,,,
0,Ampay tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/59250381,Scytalopus whitneyi (Ampay Tapaculo) is a species of  in the family Formicariidae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amsterdam albatross,Animalia,Chordata,Aves,https://eol.org/pages/45513820,Diomedea amsterdamensis (Amsterdam Albatross) is a species of birds in the family albatrosses. They are listed as endangered by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,endangered,nectonic,,,bipedal movement,apatite,corneal eyes,Indian Ocean,"marine,terrestrial",Increasing,Afrotropics,8000 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amsterdam wigeon,Animalia,Chordata,Aves,https://eol.org/pages/52571553,Mareca marecula (Amsterdam Wigeon) is a species of birds in the family Anatidae. They rely on flight and drag powered swimming to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amur falcon,Animalia,Chordata,Aves,https://eol.org/pages/45514163,"Falco amurensis (Amur Falcon) is a species of birds in the family falcons. They are listed in cites appendix ii. They are found in the indo-malayan realm, the palearctic, and Afrotropics. They rely on flight to move around.",tympanic middle ear,cites appendix ii,,,20 dB,flight,apatite,corneal eyes,Mozambique,"grassland,terrestrial",Stable,the indo-malayan realm,155 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amur paradise flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/47043046,Terpsiphone incei (Amur Paradise Flycatcher) is a species of birds in the family monarch flycatchers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Anambra waxbill,Animalia,Chordata,Aves,https://eol.org/pages/45515678,Estrilda poliopareia (Anambra Waxbill) is a species of birds in the family Estrildid finches. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,near threatened,,5000 Hz,10 dB,flight,apatite,corneal eyes,,"lagoon,terrestrial",Stable,Afrotropics,,,,,,,,Central African Mangroves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ancash tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/45512940,Scytalopus affinis (Ancash Tapaculo) is a species of birds in the family tapaculos. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Peru,"grassland,terrestrial",Stable,,15 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rallicola,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Anchietas barbet,Animalia,Chordata,Aves,https://eol.org/pages/1177704,Stactolaema anchietae (Anchieta's Barbet) is a species of birds in the family African barbets. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,,bipedal movement,apatite,corneal eyes,Angola,terrestrial,Stable,Afrotropics,54 g,,,,,,,,,,,,,,,,,,17.4 mm,,20.2 mm,15.51 degrees celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Anchietas sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514834,Anthreptes anchietae (Anchieta's Sunbird) is a species of birds in the family Sunbirds. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Angola,terrestrial,Stable,Afrotropics,8 g,,,,,,,Southern Rift Montane Forest-Grassland Mosaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ancient antwren,Animalia,Chordata,Aves,https://eol.org/pages/45512722,Herpsilochmus gentryi (Ancient Antwren) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Ecuador,"subtropical,terrestrial",Decreasing,The Neotropics,11 g,,,,,,,Napo Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ancient murrelet,Animalia,Chordata,Aves,https://eol.org/pages/45509359,Synthliboramphus antiquus (Ancient Murrelet) is a species of birds in the family auks. They are listed as of special concern by COSEWIC. They are found in the palearctic. They are nocturnal. They have parental care (pair provides care). They rely on flight and lift powered swimming to move around.,,,nectonic,,,flight,,,North Pacific,forest soil,Decreasing,the palearctic,,marine pelagic,,invertivore,32.9 g,,,,,,,,,,,Clupea,,,,,,,,1 /year,33 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman bulbul,Animalia,Chordata,Aves,https://eol.org/pages/28354613,Pycnonotus fuscoflavescens (Andaman Bulbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman coucal,Animalia,Chordata,Aves,https://eol.org/pages/1047957,Centropus andamanensis (Andaman Coucal) is a species of birds in the family Cuculidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,freshwater habitat,Stable,the indo-malayan realm,,,,,,,,Andaman Islands Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman crake,Animalia,Chordata,Aves,https://eol.org/pages/45516090,Rallina canningi (Andaman Crake) is a species of birds in the family rails. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,"tropical,freshwater habitat",Decreasing,the indo-malayan realm,,,,,,,,Andaman Islands Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman cuckoodove,Animalia,Chordata,Aves,https://eol.org/pages/45516201,Macropygia rufipennis (Andaman Cuckoo Dove) is a species of birds in the family Columbidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,terrestrial,Decreasing,the indo-malayan realm,285 g,,,,,,,Nicobar Islands Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman cuckooshrike,Animalia,Chordata,Aves,https://eol.org/pages/45516744,Coracina dobsoni (Andaman Cuckooshrike) is a species of birds in the family cuckoo-shrikes. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman drongo,Animalia,Chordata,Aves,https://eol.org/pages/45516868,Dicrurus andamanensis (Andaman Drongo) is a species of birds in the family drongos. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,"montane forest,terrestrial",Decreasing,the indo-malayan realm,,,,,,,,Andaman Islands Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman flowerpecker,Animalia,Chordata,Aves,https://eol.org/pages/28354767,Dicaeum virescens (Andaman Flowerpecker) is a species of birds in the family Dicaeidae. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,tropical,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman green pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516252,Treron chloropterus (Andaman Green Pigeon) is a species of birds in the family Columbidae. They are listed as near threatened by IUCN. They rely on flight to move around.,otoliths,near threatened,,1000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,terrestrial,Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman hawkowl,Animalia,Chordata,Aves,https://eol.org/pages/1178332,Ninox affinis (Andaman Boobook) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,-15 dB,bipedal movement,apatite,corneal eyes,India,"subtropical,terrestrial",Decreasing,the indo-malayan realm,,,,,,,,Andaman Islands Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman masked owl,Animalia,Chordata,Aves,https://eol.org/pages/45516342,Tyto deroepstorffi (Andaman Masked Owl) is a species of birds in the family Tytonidae. They rely on flight to move around.,otoliths,,,1000 Hz,-15 dB,bipedal movement,apatite,corneal eyes,,coastal plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman nightjar,Animalia,Chordata,Aves,https://eol.org/pages/305007,Caprimulgus andamanicus (Andaman Nightjar) is a species of birds in the family Caprimulgidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,,terrestrial,Stable,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1178228,Otus balli (Andaman Scops Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,-15 dB,bipedal movement,apatite,corneal eyes,India,terrestrial,Stable,the palearctic,,,,,,,,Andaman Islands Rain Forests,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman serpent eagle,Animalia,Chordata,Aves,https://eol.org/pages/1047577,Spilornis elgini (Andaman Serpent Eagle) is a species of birds in the family Accipitridae. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,vulnerable,,,20 dB,bipedal movement,apatite,corneal eyes,India,"tropical,terrestrial",Decreasing,the indo-malayan realm,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman shama,Animalia,Chordata,Aves,https://eol.org/pages/45517425,Copsychus albiventris (Andaman Shama) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,tropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman teal,Animalia,Chordata,Aves,https://eol.org/pages/45515920,Anas albogularis (Andaman Teal) is a species of birds in the family Anatidae. They are listed as vulnerable by IUCN. They rely on drag powered swimming and flight to move around.,tympanic middle ear,vulnerable,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,"lagoon,terrestrial",Stable,,340 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman treepie,Animalia,Chordata,Aves,https://eol.org/pages/916495,Dendrocitta bayleii (Andaman Treepie) is a species of birds in the family Corvidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,vulnerable,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,"tropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman wood pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516189,Columba palumboides (Andaman Wood Pigeon) is a species of birds in the family Columbidae. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,near threatened,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,terrestrial,Decreasing,the indo-malayan realm,520 g,,,,,,,Andaman Islands Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andaman woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/45516569,Dryocopus hodgei (Andaman Woodpecker) is a species of birds in the family woodpeckers. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,vulnerable,,,20 dB,bipedal movement,apatite,corneal eyes,,"forest,terrestrial",Decreasing,the indo-malayan realm,156 g,,,,,,,Andaman Islands Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andean avocet,Animalia,Chordata,Aves,https://eol.org/pages/45512168,Recurvirostra andina (Andean Avocet) is a species of birds in the family Recurvirostridae. They are associated with freshwater habitat. They are found in The Neotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,nectonic,,,flight,apatite,corneal eyes,Bolivia,terrestrial,Unknown,The Neotropics,361 g,freshwater,,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andean condor,Animalia,Chordata,Aves,https://eol.org/pages/1049160,"Vultur gryphus (Andean Condor) is a species of birds in the family New World vultures. They are listed as vulnerable by IUCN and in cites appendix i. They are native to The Neotropics. They are solitary, diurnal carnivores. They have parental care (female provides care, pair provides care, and paternal care). They rely on flight to move around.",,,,,,,,,United States,,Decreasing,The Neotropics,,terrestrial,,vertivore,,,,,,bilaterally symmetric,mammals,monogamous,The Neotropics,,solitary,,,,,,,,,,56 days,,,,,,0.078 /day,,,,,,,,,,,,,,,,,,,,,,,,
0,Andean coot,Animalia,Chordata,Aves,https://eol.org/pages/914950,Fulica ardesiaca (Andean Coot) is a species of birds in the family rails. They are associated with freshwater habitat. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,Bolivia,"freshwater,freshwater habitat",Unknown,The Neotropics,1100 g,,,,,,,Ecuadorian Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andean duck,Animalia,Chordata,Aves,https://eol.org/pages/1048504,Oxyura ferruginea (Andean Duck) is a species of birds in the family Anatidae. They are found in The Neotropics. They rely on drag powered swimming and flight to move around.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,Bolivia,"marsh,terrestrial",Decreasing,The Neotropics,850 g,,,,,,,Valdivian Temperate Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andean emerald,Animalia,Chordata,Aves,https://eol.org/pages/45512321,Amazilia franciae (Andean Emerald) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,20 dB,bipedal movement,apatite,corneal eyes,Colombia,"cloud forest,terrestrial",Unknown,The Neotropics,,,,,,,,Magdalena Valley Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andean flamingo,Animalia,Chordata,Aves,https://eol.org/pages/1049434,Phoenicoparrus andinus (Andean Flamingo) is a species of birds in the family flamingos. They are listed as vulnerable by IUCN and in cites appendix ii. They are associated with freshwater habitat. They are native to The Neotropics. They are diurnal herbivores. They have parental care (paternal care and female provides care). They rely on flight to move around.,,,,,,flight,,corneal eyes,Peru,lake,Decreasing,,,,,filter feeder,,,,,,bilaterally symmetric,phytoplankton,monogamous,The Neotropics,provisioning,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andean flicker,Animalia,Chordata,Aves,https://eol.org/pages/1177471,Colaptes rupicola (Andean Flicker) is a species of birds in the family woodpeckers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,Bolivia,"mountain,terrestrial",Stable,The Neotropics,190 g,,,,,,,,,,,,,,,,,,,1.479 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Andean goose,Animalia,Chordata,Aves,https://eol.org/pages/1048515,Chloephaga melanoptera (Andean Goose) is a species of birds in the family Anatidae. They are found in The Neotropics. They rely on drag powered swimming and flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,United States,terrestrial,Stable,The Neotropics,2100 g,,,,,,,Southern Andean Yungas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
