,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,conservation status,ecomorphological guild,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,geographic distribution includes,habitat,population trend,biogeographic realm,body mass,foraging habitat,life span,trophic guild,weight,host of,eats,ecoregion,type specimen repository,body shape,diet includes,mating system,native range includes,parental care,social system,preys on,number of public records in bold,behavioral circadian rhythm,bill length,genome size,tarsus length,temperature at range midpoint latitude,basal metabolic rate,litters per year,prenatal development duration,body temperature,parasitized by,middle toe length,has ectoparasite,is vector for,growth rate,onset of fertility,has endoparasite,visits flowers of,motility,sensory system,is eaten by,preyed upon by,used for,tarsometatarsus + middle toe length,body length,pathogen of,has host,initial mortality rate,mortality rate doubling time,symbiont of,clutch/brood/litter size,egg mass,has pathogen,harvested in,mutualistic with,mineralized tissue contains,reproduction,standard length,water depth,Total length,parasite of,trophic level,visits,is killed by,invasive in,Leaf Complexity,leaf morphology,life cycle habit,photosynthetic pathway,plant growth form,plant lifeform,produces,seed dry mass,after harvest regrowth rate,anaerobic soil tolerance,bloom period,calcareous soil tolerance,fire resistance,fire tolerance,fruit or seed color,planting density,precipitation tolerance,seeds per pound,spore arrangement,leaf sheddability,fruit type,leaf lamina area,leaf mass per area,leaf nitrogen per dry mass,vegetative plant height,leaf arrangement,developmental mode,wing morphology,supporting structures and enclosures,diet breadth,geographic range (size of area),habitat breadth,social group size,territorial
0,Tanimbar corella,Animalia,Chordata,Aves,https://eol.org/pages/45511258,Cacatua goffiniana (Goffin's Cockatoo) is a species of birds in the family cockatoos. They are listed as near threatened by IUCN and in cites appendix i. They rely on flight to move around.,tympanic middle ear,near threatened,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,United States,terrestrial,Decreasing,,,,26 years,,275 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tanimbar cuckoodove,Animalia,Chordata,Aves,https://eol.org/pages/47042668,Macropygia timorlaoensis (Tanimbar Cuckoo Dove) is a species of birds in the family Columbidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,,terrestrial,Stable,,,,,,,,,,Museum of Zoology Senckenberg Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tanimbar cuckoodove   ,Animalia,Chordata,Aves,https://eol.org/pages/47042668,Macropygia timorlaoensis (Tanimbar Cuckoo Dove) is a species of birds in the family Columbidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,,terrestrial,Stable,,,,,,,,,,Museum of Zoology Senckenberg Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tanimbar flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517543,Ficedula riedeli (Tanimbar Flycatcher) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Indonesia,tropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tanimbar friarbird,Animalia,Chordata,Aves,https://eol.org/pages/1243103,Philemon plumigenis (Tanimbar Friarbird) is a species of birds in the family honeyeaters. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,tropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tanimbar megapode,Animalia,Chordata,Aves,https://eol.org/pages/1064895,Megapodius tenimberensis (Tanimbar Megapode) is a species of birds in the family megapodes. They are listed as vulnerable by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,vulnerable,,5000 Hz,20 dB,flight,apatite,corneal eyes,Indonesia,terrestrial,Decreasing,australasia,,,,,,,,Banda Sea Islands Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tanimbar oriole,Animalia,Chordata,Aves,https://eol.org/pages/28355332,Oriolus decipiens (Tanimbar Oriole) is a species of birds in the family orioles. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Indonesia,subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tanimbar starling,Animalia,Chordata,Aves,https://eol.org/pages/45517363,Aplonis crassa (Tanimbar Starling) is a species of birds in the family starlings. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,near threatened,,,10 dB,bipedal movement,apatite,corneal eyes,Indonesia,"mangrove swamp,terrestrial",Decreasing,australasia,,,,,,,,Banda Sea Islands Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tanna fruit dove,Animalia,Chordata,Aves,https://eol.org/pages/1049892,Ptilinopus tannensis (Tanna Fruit Dove) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,South Pacific,"subtropical,terrestrial",Decreasing,australasia,221 g,,,,,,,Vanuatu Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tanna ground dove,Animalia,Chordata,Aves,https://eol.org/pages/42998949,Alopecoenas ferrugineus (Tanna Ground Dove) is a species of birds in the family Columbidae. This species is extinct. They rely on flight to move around.,tympanic middle ear,extinct,,5000 Hz,20 dB,flight,apatite,corneal eyes,,terrestrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tanzanian masked weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514971,Ploceus reichardi (Tanzanian Masked Weaver) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Zimbabwe,terrestrial,Decreasing,Afrotropics,,,,,,,,Central Zambezian Miombo Woodlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tapajos antpitta,Animalia,Chordata,Aves,https://eol.org/pages/52469555,Myrmothera subcanescens (Tapajos Antpitta) is a species of birds in the family antpittas. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tapajos antpitta   ,Animalia,Chordata,Aves,https://eol.org/pages/52469555,Myrmothera subcanescens (Tapajos Antpitta) is a species of birds in the family antpittas. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tapajós hermit,Animalia,Chordata,Aves,https://eol.org/pages/45512243,Phaethornis aethopygus (Tapajos Hermit) is a species of birds in the family hummingbirds. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,vulnerable,,5000 Hz,20 dB,flight,apatite,corneal eyes,Brazil,terrestrial,Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tarim babbler,Animalia,Chordata,Aves,https://eol.org/pages/43502456,Rhopophilus albosuperciliaris (Tarim Babbler) is a species of birds in the family Sylviidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tasman starling,Animalia,Chordata,Aves,https://eol.org/pages/1051025,Aplonis fusca (Tasman Starling) is a species of birds in the family starlings. This species is extinct. They rely on flight to move around.,tympanic middle ear,extinct,,5000 Hz,10 dB,flight,apatite,corneal eyes,South Pacific,terrestrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tasmanian native hen,Animalia,Chordata,Aves,https://eol.org/pages/915443,Tribonyx mortierii (Tasmanian Native Hen) is a species of birds in the family rails. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,United States,"estuarine,terrestrial",Unknown,australasia,,,,,,,,Tasmanian Temperate Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tasmanian nativehen,Animalia,Chordata,Aves,https://eol.org/pages/915443,Tribonyx mortierii (Tasmanian Native Hen) is a species of birds in the family rails. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,United States,"estuarine,terrestrial",Unknown,australasia,,,,,,,,Tasmanian Temperate Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tasmanian scrubwren,Animalia,Chordata,Aves,https://eol.org/pages/45518110,Sericornis humilis (Brown Scrubwren) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Australia,"temperate,terrestrial",Decreasing,australasia,21.2 g,,,,,,,Tasmanian Temperate Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tasmanian thornbill,Animalia,Chordata,Aves,https://eol.org/pages/45518125,Acanthiza ewingii (Tasmanian Thornbill) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Australia,terrestrial,Decreasing,australasia,10.5 g,,,,,,,Tasmanian Temperate Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tatama tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/51507936,Scytalopus alvarezlopezi (Tatama Tapaculo) is a species of birds in the family tapaculos. They are listed as near threatened by IUCN. They rely on flight to move around.,otoliths,near threatened,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,"cloud forest,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tataupa tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45511983,Crypturellus tataupa (Tataupa Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,South Atlantic,"subtropical,terrestrial",Decreasing,The Neotropics,281 g,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taveta weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514960,Ploceus castaneiceps (Taveta Golden Weaver) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,United States,terrestrial,Stable,Afrotropics,19 g,,,,,,,Northern Acacia-Commiphora Bushlands And Thickets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taveuni silktail,Animalia,Chordata,Aves,https://eol.org/pages/45518740,"Lamprolia victoriae (Silktail) is a species of birds in the family Rhipiduridae. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Fiji,,,"Oceania continent (Australia, NZ and islands)",,,,,,,,fiji tropical moist forests,Uebersee-Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tawitawi brown dove,Animalia,Chordata,Aves,https://eol.org/pages/45516243,Phapitreron cinereiceps (Tawitawi Brown Dove) is a species of birds in the family Columbidae. They are listed as endangered by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,endangered,,,20 dB,flight,apatite,corneal eyes,The Philippines,terrestrial,Decreasing,the indo-malayan realm,159 g,,,,,,,Sulu Archipelago Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tawny antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45512864,Grallaria quitensis (Tawny Antpitta) is a species of birds in the family antpittas. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Colombia,tropical,,The Neotropics,83 g,,,,,,,Eastern Cordillera Real Montane Forests,,,,,,,,,,,,,,,,,,,Leucocytozoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tawny eagle,Animalia,Chordata,Aves,https://eol.org/pages/914511,Aquila rapax vindhiana (Asian Tawny Eagle) is a subspecies of birds in the family Accipitridae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tawny fish owl,Animalia,Chordata,Aves,https://eol.org/pages/1178310,Ketupa flavipes (Tawny Fish Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are associated with freshwater habitat. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,,flight,apatite,corneal eyes,India,"subtropical,terrestrial",Decreasing,the indo-malayan realm,2315 g,,,,,,,,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tawny frogmouth,Animalia,Chordata,Aves,https://eol.org/pages/1178209,Podargus strigoides (Tawny Frogmouth) is a species of birds in the family frogmouths. They are found in australasia. They are nocturnal. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,United States,"desert,terrestrial",Stable,australasia,,,,,,,,Australian Alps Montane Grasslands,,,,,,,,,,nocturnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tawny grassbird,Animalia,Chordata,Aves,https://eol.org/pages/52232837,Cincloramphus timoriensis (Tawny Grassbird) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tawny owl,Animalia,Chordata,Aves,https://eol.org/pages/45518936,"Strix aluco (Tawny Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are native to the Palearctic. They are solitary, nocturnal carnivores. They have parental care (female provides care, paternal care, and pair provides care). They rely on gliding and flight to move around.",,,,,,flight,,,United States,,Stable,the indo-malayan realm,,terrestrial,,vertivore,,,,,,bilaterally symmetric,worms,polygynous,the Palearctic,provisioning,solitary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tawny pipit,Animalia,Chordata,Aves,https://eol.org/pages/45513740,"Anthus campestris (Tawny Pipit) is a species of birds in the family Motacillidae. They are found in the palearctic, the indo-malayan realm, and Afrotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,,,,,flight,apatite,corneal eyes,Bahrain,"meadow,terrestrial",Stable,the palearctic,23 g,terrestrial,,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tawny straightbill,Animalia,Chordata,Aves,https://eol.org/pages/45518498,Timeliopsis griseigula (Tawny Straightbill) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Indonesia,"subtropical,terrestrial",Stable,australasia,32 g,,,,,,,Southeastern Papuan Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tawny titspinetail,Animalia,Chordata,Aves,https://eol.org/pages/917785,Leptasthenura yanacensis (Tawny Tit Spinetail) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Bolivia,subtropical,,The Neotropics,8.800000000000001 g,,,,,,,Central Andean Wet Puna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Teardrop whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/1178292,"Rukia ruki (Teardrop White Eye) is a species of birds in the family white-eyes. They are listed as endangered by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,endangered,,5000 Hz,10 dB,flight,apatite,corneal eyes,North Pacific,terrestrial,Decreasing,"Oceania continent (Australia, NZ and islands)",,,,,,,,Carolines Tropical Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temmincks babbler,Animalia,Chordata,Aves,https://eol.org/pages/920763,Pellorneum pyrrogenys (Temminck's Babbler) is a species of birds in the family Pellorneidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Indonesia,tropical,,the indo-malayan realm,,,,,,,,Eastern Java-Bali Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temmincks courser,Animalia,Chordata,Aves,https://eol.org/pages/45513961,Cursorius temminckii (Temminck's Courser) is a species of birds in the family pratincoles. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,Mozambique,freshwater habitat,Stable,Afrotropics,82 g,,,,,,,East African Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temmincks lark,Animalia,Chordata,Aves,https://eol.org/pages/45513653,Eremophila bilopha (Temminck's Horned Lark) is a species of birds in the family larks. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Jordan,"desert,terrestrial",Decreasing,the palearctic,39 g,,,,,,,Eastern Gobi Desert Steppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temmincks seedeater,Animalia,Chordata,Aves,https://eol.org/pages/916007,Sporophila falcirostris (Temminck's Seedeater) is a species of birds in the family tanagers. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,vulnerable,,,10 dB,bipedal movement,apatite,corneal eyes,Brazil,"subtropical,terrestrial",Decreasing,The Neotropics,,,,,,,,Serra Do Mar Coastal Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temmincks stint,Animalia,Chordata,Aves,https://eol.org/pages/45509229,"Calidris temminckii (Temminck's Stint) is a species of birds in the family Scolopacidae. They are associated with freshwater habitat. They are found in Afrotropics, the palearctic, and the indo-malayan realm. They are diurnal. Individuals can grow to 37 cm. They have parental care (pair provides care). They rely on flight to move around.",,,nectonic,,,flight,,corneal eyes,United States,freshwater,Unknown,Afrotropics,,terrestrial,12.9 years,invertivore,23 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temmincks sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45517635,Aethopyga temminckii (Temminck's Sunbird) is a species of birds in the family Sunbirds. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Malaysia,tropical,,the indo-malayan realm,6.1 g,,,,,,,Sumatran Tropical Pine Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temmincks tragopan,Animalia,Chordata,Aves,https://eol.org/pages/45516008,Tragopan temminckii (Temminck's Tragopan) is a species of birds in the family Phasianidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,United States,"mountain,terrestrial",Decreasing,the indo-malayan realm,1447 g,,,,,,,Eastern Himalayan Broadleaf Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temotu whistler,Animalia,Chordata,Aves,https://eol.org/pages/47043053,Pachycephala vanikorensis (Temotu Whistler) is a species of birds in the family whistlers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temotu whistler   ,Animalia,Chordata,Aves,https://eol.org/pages/47043053,Pachycephala vanikorensis (Temotu Whistler) is a species of birds in the family whistlers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tenerife blue chaffinch,Animalia,Chordata,Aves,https://eol.org/pages/45518968,Fringilla teydea (Blue Chaffinch) is a species of birds in the family finches. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Spain,mountain,,the palearctic,30.3 g,,,,,,,Canary Islands Dry Woodlands And Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tenggara swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/52571512,Collocalia sumbawae (Tenggara Swiftlet) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,,subtropical,,,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tenggara swiftlet   ,Animalia,Chordata,Aves,https://eol.org/pages/52571512,Collocalia sumbawae (Tenggara Swiftlet) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,,subtropical,,,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tennessee warbler,Animalia,Chordata,Aves,https://eol.org/pages/59000026,"EOL has data for 6 attributes, including:",,,,,,,,,,,,,,,6.4 years,,8.5 g,,,,,,,,,,,,,,,,,,,1 /year,11 days,,,,,,,365 days,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45512878,Myrmothera simplex (Tepui Antpitta) is a species of birds in the family antpittas. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Brazil,"montane forest,terrestrial",Stable,The Neotropics,61 g,,,,,,,Tepuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui brushfinch,Animalia,Chordata,Aves,https://eol.org/pages/45513510,Atlapetes personatus (Tepui Brushfinch) is a species of birds in the family Passerellidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Venezuela,"subtropical,terrestrial",Stable,The Neotropics,37 g,,,,,,,Tepuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
